lsoa21cd,IMD19
E01019002,10603.0
E01019003,18733.0
E01019004,3228.0
E01019005,12078.0
E01019006,11004.0
E01019007,10203.0
E01019008,8317.0
E01019009,7770.0
E01019010,24536.0
E01019011,16773.0
E01019012,8554.0
E01019013,11302.0
E01019014,21324.0
E01019015,24437.0
E01019016,21022.0
E01019018,23996.0
E01019019,15736.0
E01019020,3218.0
E01019021,17982.0
E01019022,8859.0
E01019023,21519.0
E01019024,10893.0
E01019025,21729.0
E01019026,16897.0
E01019027,19568.0
E01019028,8820.0
E01019029,2688.0
E01019030,19003.0
E01019031,13161.0
E01019032,12674.0
E01019033,1712.0
E01019034,4259.0
E01019035,24785.0
E01019036,10519.0
E01019037,10231.0
E01019038,10956.0
E01019039,17615.0
E01019040,13865.0
E01019041,2675.0
E01019042,9957.0
E01019043,14570.0
E01019044,17992.0
E01019045,21374.0
E01019046,4457.0
E01019047,7549.0
E01019048,17436.0
E01019050,15975.0
E01019051,7177.0
E01019052,8372.0
E01019053,6224.0
E01019054,11121.0
E01019055,4214.0
E01019056,2985.0
E01019057,12836.0
E01019058,22367.0
E01019059,10625.0
E01019060,17178.0
E01019061,19190.0
E01019062,11273.0
E01019063,11514.0
E01019064,11315.0
E01019065,13499.0
E01019066,14986.0
E01019067,14793.0
E01019068,19776.0
E01019069,7596.0
E01019070,6667.0
E01019071,12133.0
E01019072,8941.0
E01019073,13180.0
E01019074,5421.0
E01019075,9044.0
E01019076,6956.0
E01019077,22165.0
E01019887,13255.0
E01019888,17779.0
E01019889,24605.0
E01019890,25883.0
E01019891,17494.0
E01019894,29442.0
E01019895,29782.0
E01019896,28408.0
E01019897,17426.0
E01019898,24254.0
E01019899,21143.0
E01019901,14049.0
E01019902,18065.0
E01019903,19145.0
E01019904,15206.0
E01019905,32202.0
E01019906,28700.0
E01019907,28665.0
E01019908,21757.0
E01019909,30838.0
E01019910,26107.0
E01019911,28174.0
E01019912,20829.0
E01019913,26060.0
E01019914,6745.0
E01019915,25806.0
E01019916,11616.0
E01019917,17907.0
E01019918,11927.0
E01019919,12577.0
E01019920,20255.0
E01019921,25799.0
E01019922,10143.0
E01019923,14799.0
E01019924,17190.0
E01019925,29517.0
E01019927,11056.0
E01019928,19116.0
E01019929,24895.0
E01019930,26287.0
E01019931,31871.0
E01019932,11603.0
E01019933,18493.0
E01019934,22304.0
E01019935,18734.0
E01019936,17354.0
E01019937,27685.0
E01019938,15649.0
E01019939,27420.0
E01019940,28956.0
E01019942,19675.0
E01019943,30829.0
E01019944,28301.0
E01019945,17007.0
E01019946,25360.0
E01019947,15548.0
E01019948,23535.0
E01019949,28437.0
E01019950,15953.0
E01019951,26767.0
E01019952,26960.0
E01019953,23972.0
E01019954,16908.0
E01019955,17985.0
E01019956,27792.0
E01019957,30085.0
E01019958,27242.0
E01019959,17360.0
E01019960,22039.0
E01019961,24023.0
E01019962,25183.0
E01019963,31864.0
E01019964,27639.0
E01019965,26671.0
E01019966,22812.0
E01019967,16763.0
E01019968,26754.0
E01019969,22269.0
E01019970,26881.0
E01019971,17673.0
E01019972,13796.0
E01019973,21508.0
E01019974,19061.0
E01019975,7783.0
E01019976,25912.0
E01019977,20992.0
E01019980,12967.0
E01019981,14017.0
E01019982,17412.0
E01019983,25813.0
E01019984,28554.0
E01019985,7128.0
E01019986,30264.0
E01019987,20506.0
E01019988,25363.0
E01019989,26823.0
E01019990,5792.0
E01019991,8835.0
E01019992,13633.0
E01019993,28257.0
E01019994,16010.0
E01019995,5708.0
E01019996,21566.0
E01019997,21190.0
E01019998,28991.0
E01019999,30457.0
E01020000,11226.0
E01020001,31643.0
E01020002,16285.0
E01020003,25854.0
E01020004,31397.0
E01020005,7021.0
E01020006,16998.0
E01020007,17796.0
E01020008,23605.0
E01020009,23253.0
E01020010,8906.0
E01020011,25560.0
E01020012,9970.0
E01020013,14375.0
E01020014,5662.0
E01020015,3556.0
E01020017,14716.0
E01020018,9203.0
E01020019,27981.0
E01020020,17188.0
E01020021,21193.0
E01020022,10997.0
E01020023,26932.0
E01020024,31519.0
E01020025,19618.0
E01020026,29869.0
E01020027,24460.0
E01020029,19807.0
E01020030,14140.0
E01020031,20487.0
E01020032,11492.0
E01020036,15892.0
E01020037,7475.0
E01020038,27291.0
E01020039,5897.0
E01020040,16149.0
E01020041,12838.0
E01020042,28993.0
E01020043,21998.0
E01020044,19349.0
E01020045,16627.0
E01020046,14903.0
E01020047,22146.0
E01020048,10179.0
E01020049,14707.0
E01020050,13825.0
E01020051,25894.0
E01020052,12332.0
E01020053,11659.0
E01020054,26629.0
E01020055,13938.0
E01020056,17869.0
E01020057,15457.0
E01020058,28834.0
E01020059,19447.0
E01020060,15349.0
E01020061,24215.0
E01020062,32229.0
E01020063,21482.0
E01020064,19760.0
E01020065,14245.0
E01020067,7951.0
E01020068,13279.0
E01020069,14924.0
E01020070,15839.0
E01020071,20624.0
E01020072,14304.0
E01020073,10237.0
E01020074,19103.0
E01020075,23111.0
E01020076,14913.0
E01020077,15044.0
E01020078,8009.0
E01020079,7072.0
E01020080,22318.0
E01020081,11197.0
E01020082,16935.0
E01020083,16404.0
E01020084,16234.0
E01020085,21447.0
E01020087,12543.0
E01020088,13443.0
E01020089,28255.0
E01020090,28233.0
E01020091,28295.0
E01020092,27469.0
E01020093,17065.0
E01020094,2291.0
E01020095,8311.0
E01020096,8682.0
E01020097,13309.0
E01020098,12750.0
E01020099,17596.0
E01020100,10462.0
E01020101,14588.0
E01020102,24943.0
E01020103,2896.0
E01020104,7741.0
E01020105,22666.0
E01020106,19704.0
E01020107,25588.0
E01020108,21565.0
E01020109,21464.0
E01020110,23355.0
E01020111,4381.0
E01020112,1469.0
E01020113,4820.0
E01020114,8599.0
E01020115,15418.0
E01020116,12145.0
E01020117,15587.0
E01020118,8993.0
E01020119,15644.0
E01020120,23893.0
E01020121,18768.0
E01020122,15048.0
E01020123,12681.0
E01020124,19203.0
E01020125,28881.0
E01020126,10194.0
E01020127,14073.0
E01020128,24951.0
E01020129,12460.0
E01020130,11950.0
E01020131,9842.0
E01020132,20844.0
E01020133,25814.0
E01020134,10319.0
E01020135,10643.0
E01020136,20057.0
E01020137,14991.0
E01020138,10100.0
E01020139,5690.0
E01020140,12634.0
E01020141,6180.0
E01020142,16934.0
E01020143,17780.0
E01020144,32026.0
E01020145,21050.0
E01020146,29187.0
E01020147,16104.0
E01020148,16115.0
E01020149,12742.0
E01020150,18269.0
E01020151,29224.0
E01020152,19104.0
E01020153,17202.0
E01020154,21139.0
E01020155,9296.0
E01020156,23237.0
E01020157,13244.0
E01020158,26777.0
E01020159,17339.0
E01020160,19328.0
E01020161,18434.0
E01020162,28871.0
E01020163,29749.0
E01020164,21980.0
E01020165,31264.0
E01020166,30101.0
E01020167,32466.0
E01020168,20966.0
E01020169,23467.0
E01020170,24674.0
E01020171,28219.0
E01020172,19560.0
E01020173,27399.0
E01020174,14791.0
E01020175,17205.0
E01020176,22004.0
E01020177,14792.0
E01020178,19888.0
E01020179,18949.0
E01020180,12624.0
E01020181,17792.0
E01020182,15986.0
E01020183,15080.0
E01020184,14439.0
E01020185,29260.0
E01020186,28017.0
E01020187,19157.0
E01020188,17489.0
E01020189,10891.0
E01020190,26072.0
E01020191,16006.0
E01020192,29472.0
E01020193,20819.0
E01020194,30496.0
E01020195,15566.0
E01020196,14847.0
E01020197,24517.0
E01020198,10227.0
E01020199,15035.0
E01020200,29625.0
E01020201,28320.0
E01020202,22077.0
E01020203,30659.0
E01020204,18000.0
E01020205,20742.0
E01020206,21570.0
E01020208,12809.0
E01020209,19802.0
E01020210,27958.0
E01020211,6339.0
E01020212,7165.0
E01020213,15056.0
E01020214,21076.0
E01020215,28142.0
E01020216,6522.0
E01020217,11518.0
E01020218,8303.0
E01020219,20125.0
E01020220,18969.0
E01020221,18876.0
E01020222,31421.0
E01020223,17318.0
E01020224,15378.0
E01020225,9574.0
E01020226,19520.0
E01020227,19965.0
E01020228,9116.0
E01020230,15861.0
E01020231,18779.0
E01020232,17310.0
E01020233,22981.0
E01020234,11125.0
E01020235,13823.0
E01020236,29432.0
E01020237,18144.0
E01020238,27439.0
E01020239,28592.0
E01020240,23786.0
E01020241,18426.0
E01020242,31322.0
E01020243,19093.0
E01020244,20397.0
E01020245,21279.0
E01020246,17729.0
E01020247,14614.0
E01020248,28067.0
E01020249,24901.0
E01020250,23436.0
E01020251,21682.0
E01020252,11476.0
E01020253,30287.0
E01020254,10989.0
E01020255,17938.0
E01020256,16712.0
E01020257,28412.0
E01020258,20337.0
E01020259,14983.0
E01020260,26516.0
E01020261,24072.0
E01020262,12472.0
E01020263,21259.0
E01020264,8287.0
E01020265,27771.0
E01020266,26087.0
E01020267,22955.0
E01020268,25543.0
E01020269,5394.0
E01020270,28159.0
E01020271,12347.0
E01020272,8288.0
E01020273,22431.0
E01020274,17904.0
E01020275,13129.0
E01020276,17044.0
E01020277,5207.0
E01020278,13195.0
E01020279,13687.0
E01020280,3767.0
E01020281,21758.0
E01020282,7411.0
E01020283,16628.0
E01020284,11962.0
E01020285,8596.0
E01020286,7803.0
E01020287,9902.0
E01020288,11487.0
E01020289,11017.0
E01020290,10141.0
E01020291,12600.0
E01020292,11343.0
E01020293,9851.0
E01020294,6946.0
E01020295,14275.0
E01020296,15205.0
E01020297,6707.0
E01020298,21094.0
E01020299,16535.0
E01020300,25242.0
E01020301,11712.0
E01020302,10739.0
E01020303,12222.0
E01020304,19968.0
E01020305,14038.0
E01020306,26139.0
E01020307,11759.0
E01020308,15108.0
E01020309,10477.0
E01020311,12216.0
E01020313,9941.0
E01020314,11762.0
E01020315,18080.0
E01020316,26608.0
E01020317,20801.0
E01020318,20898.0
E01020319,14912.0
E01020320,11442.0
E01020321,10943.0
E01020323,10355.0
E01020324,13961.0
E01020325,12341.0
E01020326,17975.0
E01020327,18273.0
E01020328,15226.0
E01020329,17662.0
E01020330,13311.0
E01020331,13194.0
E01020332,15326.0
E01020333,29396.0
E01020334,14800.0
E01020335,18699.0
E01020336,31237.0
E01020337,10187.0
E01020338,20748.0
E01020339,13346.0
E01020340,14731.0
E01020341,21095.0
E01020342,15876.0
E01020343,25852.0
E01020344,25114.0
E01020345,23684.0
E01020346,11795.0
E01020347,4649.0
E01020348,4989.0
E01020349,24468.0
E01020350,28237.0
E01020351,27141.0
E01020352,25050.0
E01020353,13815.0
E01020354,19400.0
E01020355,31164.0
E01020356,29616.0
E01020357,21198.0
E01020358,31363.0
E01020359,22449.0
E01020360,23602.0
E01020361,22917.0
E01020362,29767.0
E01020363,15235.0
E01020364,13975.0
E01020365,20410.0
E01020366,30841.0
E01020367,27253.0
E01020369,28421.0
E01020370,29990.0
E01020371,29801.0
E01020372,26911.0
E01020373,28124.0
E01020374,32159.0
E01020375,23802.0
E01020376,24526.0
E01020377,32638.0
E01020378,29721.0
E01020379,23143.0
E01020380,32724.0
E01020381,31584.0
E01020382,32265.0
E01020383,31693.0
E01020384,28928.0
E01020385,27041.0
E01020386,30716.0
E01020387,32256.0
E01020388,25527.0
E01020389,14771.0
E01020390,19784.0
E01020391,29537.0
E01020392,21968.0
E01020393,7899.0
E01020394,11991.0
E01020395,31132.0
E01020396,11987.0
E01020397,15809.0
E01020398,18231.0
E01020400,28276.0
E01020401,31607.0
E01020402,32362.0
E01020403,21099.0
E01020404,28673.0
E01020405,19267.0
E01020406,30236.0
E01020407,30908.0
E01020408,23249.0
E01020409,29083.0
E01020410,14201.0
E01020411,12639.0
E01020412,13434.0
E01020413,30911.0
E01020414,29369.0
E01020415,32323.0
E01020416,27984.0
E01020417,29624.0
E01020418,31212.0
E01020419,28269.0
E01020420,31205.0
E01020421,25439.0
E01020422,19114.0
E01020423,28926.0
E01020424,20509.0
E01020425,25520.0
E01020426,29927.0
E01020427,12165.0
E01020428,21488.0
E01020429,19735.0
E01020430,22089.0
E01020431,15154.0
E01020432,16589.0
E01020433,16949.0
E01020434,19242.0
E01020435,26090.0
E01020436,21670.0
E01020437,18250.0
E01020438,12782.0
E01020439,17123.0
E01020440,18558.0
E01020441,16482.0
E01020442,17040.0
E01020443,14795.0
E01020444,12053.0
E01020445,17930.0
E01020446,26363.0
E01020447,17341.0
E01020448,17080.0
E01020449,20332.0
E01020450,29201.0
E01020452,16056.0
E01020453,17365.0
E01020454,13189.0
E01020456,14956.0
E01020457,29137.0
E01020458,25909.0
E01020460,11083.0
E01020462,15688.0
E01020463,30654.0
E01020464,26436.0
E01020465,20360.0
E01020466,16150.0
E01020467,17481.0
E01020468,21995.0
E01020469,15176.0
E01020470,32050.0
E01020471,13669.0
E01020472,15424.0
E01020473,22538.0
E01020474,24062.0
E01020475,21694.0
E01020476,17265.0
E01020477,20178.0
E01020478,26137.0
E01020479,22959.0
E01020480,21774.0
E01020481,21081.0
E01020482,18607.0
E01020483,13088.0
E01020484,18033.0
E01020485,15410.0
E01020486,22393.0
E01020487,21778.0
E01020488,12404.0
E01020489,13098.0
E01020490,15392.0
E01020491,23121.0
E01020492,19929.0
E01020493,18724.0
E01020494,17048.0
E01020495,21735.0
E01020496,11779.0
E01020497,23980.0
E01020498,20461.0
E01020499,6009.0
E01020500,14034.0
E01020501,23789.0
E01020502,7349.0
E01020503,14465.0
E01020504,24687.0
E01020505,25317.0
E01020506,11849.0
E01020507,18171.0
E01020508,18750.0
E01020509,20625.0
E01020510,17586.0
E01020511,22919.0
E01020512,13647.0
E01020513,19954.0
E01020514,22887.0
E01020515,20951.0
E01020516,17532.0
E01020517,15356.0
E01020518,11314.0
E01020519,25462.0
E01020520,24717.0
E01020523,31005.0
E01020524,25240.0
E01020525,32444.0
E01020526,20481.0
E01020527,16895.0
E01020528,16170.0
E01020529,16264.0
E01020530,14051.0
E01020531,16457.0
E01020532,28011.0
E01020533,18833.0
E01020534,16328.0
E01020535,12899.0
E01020536,12921.0
E01020537,20194.0
E01020538,22208.0
E01020539,19146.0
E01020540,21576.0
E01020542,20862.0
E01020543,8887.0
E01020544,27791.0
E01020546,18898.0
E01020547,17009.0
E01020549,18933.0
E01020550,18756.0
E01020551,8679.0
E01020552,1396.0
E01020553,3531.0
E01020554,1142.0
E01020555,1524.0
E01020556,6976.0
E01020557,27597.0
E01020558,26650.0
E01020559,30118.0
E01020560,29600.0
E01020561,18643.0
E01020562,15997.0
E01020563,5796.0
E01020564,7975.0
E01020565,13414.0
E01020566,18877.0
E01020569,2073.0
E01020570,20927.0
E01020571,10945.0
E01020572,11540.0
E01020573,4723.0
E01020574,8254.0
E01020575,2076.0
E01020576,25632.0
E01020577,15298.0
E01020578,11049.0
E01020579,20815.0
E01020580,26334.0
E01020581,10696.0
E01020582,3273.0
E01020583,24206.0
E01020584,12392.0
E01020585,10720.0
E01020586,17712.0
E01020587,15514.0
E01020588,21766.0
E01020589,11891.0
E01022100,27851.0
E01022101,28494.0
E01022102,13914.0
E01022104,27156.0
E01022105,32797.0
E01022106,29879.0
E01022107,28375.0
E01022108,28455.0
E01022109,32114.0
E01022110,25505.0
E01022111,31092.0
E01022112,32615.0
E01022113,32366.0
E01022114,32080.0
E01022115,29524.0
E01022116,29292.0
E01022117,20112.0
E01022118,32823.0
E01022119,31131.0
E01022120,4937.0
E01022121,7726.0
E01022122,3984.0
E01022123,26238.0
E01022124,10112.0
E01022125,28846.0
E01022126,19287.0
E01022127,22257.0
E01022128,32554.0
E01022129,28624.0
E01022130,31772.0
E01022131,5117.0
E01022132,7564.0
E01022133,5439.0
E01022134,9522.0
E01022135,31126.0
E01022136,28125.0
E01022137,29062.0
E01022138,32426.0
E01022139,24320.0
E01022140,26381.0
E01022141,25003.0
E01022142,21958.0
E01022143,30681.0
E01022144,25214.0
E01022145,29383.0
E01022146,32138.0
E01022147,2178.0
E01022148,15158.0
E01022149,10448.0
E01022150,14693.0
E01022151,12411.0
E01022152,2368.0
E01022153,9583.0
E01022154,18375.0
E01022155,16663.0
E01022156,12949.0
E01022157,6880.0
E01022159,9418.0
E01022160,6078.0
E01022161,13001.0
E01022162,19483.0
E01022163,22797.0
E01022164,5916.0
E01022165,21876.0
E01022166,25247.0
E01022167,32319.0
E01022168,31721.0
E01022169,18516.0
E01022170,32257.0
E01022171,32750.0
E01022172,31317.0
E01022173,12924.0
E01022174,28374.0
E01022175,19699.0
E01022176,19110.0
E01022177,23544.0
E01022178,23165.0
E01022179,20381.0
E01022181,30353.0
E01022182,24741.0
E01022183,26611.0
E01022184,23491.0
E01022185,27252.0
E01022186,18513.0
E01022187,17866.0
E01022188,13676.0
E01022189,27926.0
E01022190,19650.0
E01022191,26135.0
E01022192,12496.0
E01022193,32483.0
E01022194,20463.0
E01022195,29283.0
E01022196,31593.0
E01022197,32405.0
E01022198,20747.0
E01022199,25278.0
E01022200,11419.0
E01022201,19046.0
E01022202,27919.0
E01022203,29885.0
E01022204,28090.0
E01022205,20167.0
E01022207,24660.0
E01022208,32453.0
E01022209,23758.0
E01022210,18487.0
E01022211,17850.0
E01022213,27273.0
E01022215,20284.0
E01022216,19344.0
E01022217,28186.0
E01022218,16176.0
E01022219,31773.0
E01022220,31147.0
E01022221,23045.0
E01022222,18584.0
E01022224,26000.0
E01022225,20863.0
E01022226,20516.0
E01022227,15469.0
E01022228,11980.0
E01022229,19336.0
E01022230,21053.0
E01022231,15159.0
E01022232,20686.0
E01022233,17484.0
E01022234,22048.0
E01022235,18274.0
E01022236,17472.0
E01022237,7412.0
E01022238,2729.0
E01022239,20616.0
E01022240,10767.0
E01022241,12384.0
E01022242,11140.0
E01022243,10684.0
E01022244,15827.0
E01022245,8784.0
E01022246,25678.0
E01022247,20537.0
E01022248,20051.0
E01022249,17244.0
E01022250,13345.0
E01022251,11666.0
E01022252,20170.0
E01022253,18083.0
E01022254,7508.0
E01022255,26118.0
E01022256,7578.0
E01022257,25939.0
E01022258,14490.0
E01022259,25467.0
E01022260,16756.0
E01022261,18505.0
E01022262,17693.0
E01022263,18596.0
E01022264,17156.0
E01022265,12901.0
E01022266,14998.0
E01022267,17672.0
E01022268,15477.0
E01022269,21693.0
E01022270,13419.0
E01022271,17928.0
E01022272,14533.0
E01022273,20570.0
E01022274,21394.0
E01022275,25662.0
E01022276,27276.0
E01022277,20806.0
E01022278,24912.0
E01022279,24487.0
E01022280,24763.0
E01022281,27709.0
E01022282,29379.0
E01022283,29131.0
E01022284,6076.0
E01022285,5091.0
E01022286,7316.0
E01022287,19179.0
E01022288,5747.0
E01022289,4101.0
E01022290,5660.0
E01022291,3126.0
E01022292,5136.0
E01022293,6630.0
E01022294,7298.0
E01022295,25043.0
E01022296,13863.0
E01022297,31496.0
E01022298,25618.0
E01022299,19458.0
E01022300,23654.0
E01022301,10026.0
E01022302,21424.0
E01022303,19779.0
E01022304,28711.0
E01022305,28079.0
E01022306,28208.0
E01022307,29388.0
E01022308,26956.0
E01022309,8994.0
E01022310,11949.0
E01022311,1456.0
E01022312,15803.0
E01022313,25587.0
E01022314,24509.0
E01022315,29932.0
E01022316,29039.0
E01022317,30776.0
E01022318,31051.0
E01022319,735.0
E01022320,5681.0
E01022321,14918.0
E01022322,3800.0
E01022323,2948.0
E01022324,3508.0
E01022325,11134.0
E01022326,12729.0
E01022327,16078.0
E01022328,5238.0
E01022329,2221.0
E01022330,15816.0
E01022331,10417.0
E01022332,4897.0
E01022333,621.0
E01022334,15510.0
E01022335,24263.0
E01022336,22985.0
E01022338,17806.0
E01022339,31070.0
E01022340,26837.0
E01022341,19527.0
E01022342,29186.0
E01022343,17576.0
E01022344,14347.0
E01022345,22101.0
E01022346,2801.0
E01022350,31500.0
E01022351,16677.0
E01022352,26809.0
E01022353,27195.0
E01022354,30711.0
E01022355,23747.0
E01022356,25946.0
E01022357,26825.0
E01022358,12126.0
E01022359,29467.0
E01022360,30983.0
E01022361,15242.0
E01022362,27225.0
E01022363,26908.0
E01022364,7812.0
E01022366,32746.0
E01022367,32166.0
E01022368,30406.0
E01022369,27148.0
E01022370,29997.0
E01022371,27749.0
E01022372,26879.0
E01022373,21514.0
E01022374,19556.0
E01022375,9368.0
E01022376,22721.0
E01022377,16307.0
E01022378,28483.0
E01022379,18609.0
E01022381,29208.0
E01022382,31042.0
E01022383,15382.0
E01022384,27018.0
E01022385,26029.0
E01022386,29999.0
E01022387,25051.0
E01022388,19416.0
E01022389,29798.0
E01022390,29192.0
E01022391,21708.0
E01022392,20865.0
E01022393,29138.0
E01022394,27857.0
E01022395,32160.0
E01022396,27296.0
E01022397,22719.0
E01022398,21211.0
E01022399,12028.0
E01022400,18648.0
E01022401,20634.0
E01022402,23100.0
E01022403,8511.0
E01022404,26382.0
E01022405,19820.0
E01022406,31466.0
E01022407,21970.0
E01022408,25145.0
E01022409,22613.0
E01022410,17775.0
E01022411,23563.0
E01022413,23379.0
E01022414,20336.0
E01022415,31075.0
E01022416,21140.0
E01022417,32184.0
E01022418,29592.0
E01022421,13002.0
E01022423,23915.0
E01022424,10369.0
E01022425,30177.0
E01022426,32175.0
E01022427,29918.0
E01022428,13651.0
E01022429,26772.0
E01022430,31802.0
E01022431,29266.0
E01022432,26461.0
E01022433,32390.0
E01022434,28916.0
E01022437,24146.0
E01022438,32519.0
E01022439,30802.0
E01022440,14979.0
E01022441,14522.0
E01022442,17168.0
E01022443,28324.0
E01022444,19289.0
E01022445,20229.0
E01022447,26048.0
E01022448,14175.0
E01022449,22167.0
E01022450,11556.0
E01022451,23199.0
E01022452,25133.0
E01022453,26656.0
E01022454,18412.0
E01022455,29523.0
E01022456,25366.0
E01022457,6963.0
E01022458,4199.0
E01022459,15638.0
E01022460,20126.0
E01022461,30106.0
E01022462,25930.0
E01022463,23853.0
E01022464,17516.0
E01022465,30019.0
E01022466,29195.0
E01022983,25238.0
E01022993,9684.0
E01022994,31052.0
E01022996,13619.0
E01023012,21443.0
E01023021,29818.0
E01023022,17425.0
E01023025,18801.0
E01023026,14118.0
E01023055,4926.0
E01023063,14949.0
E01023066,24495.0
E01023070,16788.0
E01023071,20704.0
E01023159,20082.0
E01023162,17643.0
E01023165,20948.0
E01023195,24711.0
E01023196,19664.0
E01023197,26720.0
E01028713,20797.0
E01028745,32733.0
E01028746,31204.0
E01028747,28987.0
E01028748,28160.0
E01028767,25924.0
E01028776,20441.0
E01029018,20836.0
E01029019,22120.0
E01029020,17294.0
E01029021,18976.0
E01029022,27701.0
E01029023,20149.0
E01029024,28359.0
E01029025,12633.0
E01029027,22531.0
E01029028,22078.0
E01029029,10132.0
E01029030,30228.0
E01029031,26493.0
E01029032,25374.0
E01029033,24940.0
E01029034,24880.0
E01029036,10564.0
E01029037,11348.0
E01029038,11757.0
E01029039,18737.0
E01029040,16465.0
E01029041,11822.0
E01029042,4252.0
E01029043,16470.0
E01029044,12100.0
E01029045,16882.0
E01029046,3233.0
E01029047,14845.0
E01029050,13103.0
E01029051,16348.0
E01029052,17480.0
E01029053,14474.0
E01029054,15777.0
E01029055,21797.0
E01029056,20696.0
E01029057,18875.0
E01029058,16390.0
E01029059,17003.0
E01029060,18280.0
E01029062,9046.0
E01029063,22417.0
E01029064,19773.0
E01029065,28294.0
E01029066,14683.0
E01029067,13354.0
E01029068,14759.0
E01029070,20798.0
E01029071,14362.0
E01029072,9460.0
E01029073,16028.0
E01029074,30860.0
E01029075,12578.0
E01029076,27490.0
E01029077,16758.0
E01029078,19787.0
E01029079,10764.0
E01029080,19038.0
E01029081,13597.0
E01029082,30250.0
E01029083,31364.0
E01029084,18428.0
E01029085,21868.0
E01029086,22174.0
E01029089,21158.0
E01029091,16436.0
E01029092,22441.0
E01029093,6806.0
E01029094,14565.0
E01029095,5001.0
E01029096,7002.0
E01029097,5555.0
E01029098,3428.0
E01029099,3598.0
E01029100,2820.0
E01029101,13581.0
E01029102,12692.0
E01029103,27729.0
E01029104,30506.0
E01029105,3394.0
E01029106,1246.0
E01029107,3224.0
E01029108,14598.0
E01029109,3850.0
E01029110,6288.0
E01029111,10012.0
E01029112,4643.0
E01029113,23855.0
E01029114,24004.0
E01029115,29812.0
E01029116,10670.0
E01029117,7058.0
E01029118,18896.0
E01029119,11013.0
E01029120,18278.0
E01029121,16338.0
E01029122,23656.0
E01029123,14318.0
E01029124,22241.0
E01029125,15186.0
E01029126,24252.0
E01029127,20770.0
E01029128,30795.0
E01029129,25192.0
E01029130,15810.0
E01029131,4407.0
E01029132,1133.0
E01029133,16433.0
E01029134,9859.0
E01029135,18390.0
E01029136,11246.0
E01029137,13078.0
E01029138,20916.0
E01029139,17448.0
E01029142,23721.0
E01029143,14024.0
E01029144,15026.0
E01029145,24393.0
E01029147,22983.0
E01029148,25333.0
E01029149,19143.0
E01029150,20743.0
E01029151,19948.0
E01029152,11111.0
E01029153,16379.0
E01029154,13875.0
E01029155,21832.0
E01029156,16546.0
E01029157,18860.0
E01029158,22796.0
E01029159,29219.0
E01029161,17988.0
E01029162,21308.0
E01029163,14659.0
E01029164,20176.0
E01029165,14702.0
E01029166,20139.0
E01029167,16108.0
E01029168,30541.0
E01029169,18488.0
E01029170,9042.0
E01029171,10538.0
E01029172,29797.0
E01029173,14819.0
E01029174,12766.0
E01029175,8248.0
E01029176,24506.0
E01029177,5092.0
E01029178,16911.0
E01029179,10056.0
E01029180,15500.0
E01029181,20185.0
E01029182,26023.0
E01029183,13678.0
E01029184,23896.0
E01029185,14011.0
E01029186,9383.0
E01029187,9776.0
E01029188,24761.0
E01029189,17398.0
E01029190,25401.0
E01029191,17263.0
E01029192,22400.0
E01029193,13594.0
E01029194,26193.0
E01029195,16532.0
E01029196,12790.0
E01029197,13240.0
E01029198,27496.0
E01029199,18785.0
E01029200,11128.0
E01029201,23166.0
E01029202,10461.0
E01029203,23832.0
E01029204,23255.0
E01029205,27404.0
E01029206,23007.0
E01029207,28688.0
E01029208,14931.0
E01029209,24908.0
E01029210,23643.0
E01029211,17995.0
E01029212,21681.0
E01029213,15581.0
E01029214,19589.0
E01029215,15567.0
E01029216,22143.0
E01029217,16731.0
E01029218,17282.0
E01029219,17493.0
E01029220,23130.0
E01029221,16157.0
E01029222,15742.0
E01029223,20433.0
E01029224,19082.0
E01029225,22829.0
E01029226,15371.0
E01029227,20163.0
E01029228,19167.0
E01029229,14686.0
E01029230,11981.0
E01029231,14813.0
E01029232,12532.0
E01029233,7929.0
E01029235,12359.0
E01029236,3703.0
E01029237,5651.0
E01029238,12489.0
E01029239,4833.0
E01029240,16475.0
E01029241,12366.0
E01029242,26052.0
E01029243,20716.0
E01029244,32046.0
E01029245,22008.0
E01029246,22147.0
E01029247,2923.0
E01029248,7522.0
E01029249,9912.0
E01029250,20099.0
E01029251,22178.0
E01029252,27699.0
E01029254,30936.0
E01029255,14961.0
E01029256,23320.0
E01029257,14444.0
E01029258,26934.0
E01029259,15132.0
E01029260,29095.0
E01029261,16366.0
E01029262,20626.0
E01029263,28606.0
E01029264,28575.0
E01029265,30225.0
E01029266,19993.0
E01029267,18393.0
E01029268,15415.0
E01029269,18481.0
E01029270,17682.0
E01029271,17700.0
E01029273,26962.0
E01029274,23567.0
E01029275,17839.0
E01029276,22604.0
E01029277,21156.0
E01029278,21187.0
E01029279,14736.0
E01029280,7735.0
E01029281,11503.0
E01029282,24656.0
E01029283,13807.0
E01029284,5754.0
E01029285,17023.0
E01029286,10302.0
E01029287,16288.0
E01029288,18758.0
E01029289,15724.0
E01029290,18047.0
E01029291,5809.0
E01029292,1504.0
E01029293,1344.0
E01029294,24813.0
E01029295,29757.0
E01029296,27127.0
E01029297,2086.0
E01029298,10565.0
E01029299,6868.0
E01029300,17556.0
E01029301,15552.0
E01029302,30879.0
E01029303,31033.0
E01029304,5559.0
E01029305,15728.0
E01029306,16167.0
E01029307,5246.0
E01029308,30876.0
E01029310,27240.0
E01029311,5715.0
E01029312,22691.0
E01029313,14357.0
